Date,Species,"Size ("")",Sex,Price ,Currency,Country of origin,Shop,Comment
2017-10-28,Brachypelma klaasi,0.5,N/A,25,$,N/A,Tarantula Canada,
2017-09-29,Brachypelma klaasi,0.5,N/A,25,$,N/A,Tarantula Canada,
2018-10-29,Brachypelma klaasi,0.25,N/A,25,$,Mexico,Tarantula Canada,
2018-11-29,Brachypelma klaasi,0.25,N/A,25,$,Mexico,Tarantula Canada,
2019-01-30,Brachypelma klaasi,0.25,N/A,25,$,Mexico,Tarantula Canada,
2017-11-30,Brachypelma klaasi,0.5,N/A,25,$,N/A,Tarantula Canada,
2018-12-30,Brachypelma klaasi,0.25,N/A,25,$,Mexico,Tarantula Canada,
2014-10-12,Brachypelma smithi,0.25,N/A,25,$,N/A,Tarantula Canada,
2021-03-03,Brachypelma smithi,0.25,N/A,25,$,Mexico,Tarantula Canada,Formerley B. annitha
2015-04-20,Brachypelma smithi,0.33,N/A,25,$,N/A,Tarantula Canada,
2015-05-20,Brachypelma smithi,0.33,N/A,25,$,N/A,Tarantula Canada,
2021-03-22,Brachypelma smithi,0.25,N/A,25,$,N/A,Tarantula Canada,Formerley B. annitha
2015-06-22,Brachypelma smithi,0.33,N/A,25,$,N/A,Tarantula Canada,
2015-07-23,Brachypelma smithi,0.33,N/A,25,$,N/A,Tarantula Canada,
2015-08-23,Brachypelma smithi,0.33,N/A,25,$,N/A,Tarantula Canada,
2021-10-23,Brachypelma smithi,0.5,N/A,25,$,Mexico,Tarantula Canada,Formerley B. annitha
2015-09-24,Brachypelma smithi,0.5,N/A,25,$,N/A,Tarantula Canada,
2021-09-27,Brachypelma smithi,0.5,N/A,25,$,Mexico,Tarantula Canada,Formerley B. annitha
2017-01-01,Tapinauchenius cupreus,1.25,N/A,25,$,N/A,Tarantula Canada,
2021-03-03,Tapinauchenius cupreus,0.5,N/A,25,$,N/A,Tarantula Canada,
2016-10-16,Tapinauchenius cupreus,1.25,N/A,25,$,N/A,Tarantula Canada,
2016-11-16,Tapinauchenius cupreus,1.25,N/A,25,$,N/A,Tarantula Canada,
2016-11-17,Tapinauchenius cupreus,1.25,N/A,25,$,N/A,Tarantula Canada,
2021-10-18,Tapinauchenius cupreus,0.5,N/A,25,$,N/A,Tarantula Canada,
2014-02-20,Tapinauchenius cupreus,0.5,N/A,25,$,N/A,Tarantula Canada,
2021-03-22,Tapinauchenius cupreus,0.5,N/A,25,$,N/A,Tarantula Canada,
2021-10-23,Tapinauchenius cupreus,0.5,N/A,25,$,N/A,Tarantula Canada,
2014-08-24,Tapinauchenius cupreus,0.5,N/A,25,$,N/A,Tarantula Canada,
2021-09-27,Tapinauchenius cupreus,0.5,N/A,25,$,N/A,Tarantula Canada,
2014-06-28,Tapinauchenius cupreus,0.5,N/A,25,$,N/A,Tarantula Canada,
2014-02-20,Tapinauchenius latipes,0.5,N/A,25,$,N/A,Tarantula Canada,
2021-10-23,Tapinauchenius plumipes,0.75,N/A,25,$,N/A,Tarantula Canada,
2021-09-27,Tapinauchenius plumipes,0.75,N/A,25,$,N/A,Tarantula Canada,
2021-03-03,Tapinauchenius plumipes,0.5,N/A,25,$,N/A,Tarantula Canada,
2021-10-18,Tapinauchenius plumipes,0.75,N/A,25,$,N/A,Tarantula Canada,
2021-03-22,Tapinauchenius plumipes,0.5,N/A,25,$,N/A,Tarantula Canada,
2016-03-07,Tapinauchenius sp. Colombia,0.75,N/A,25,$,N/A,Tarantula Canada,
2016-07-14,Tapinauchenius sp. Colombia,0.75,N/A,25,$,N/A,Tarantula Canada,
2016-02-15,Tapinauchenius sp. Colombia,0.75,N/A,25,$,N/A,Tarantula Canada,
2016-03-16,Tapinauchenius sp. Colombia,0.75,N/A,25,$,N/A,Tarantula Canada,
2016-04-17,Tapinauchenius sp. Colombia,0.75,N/A,25,$,N/A,Tarantula Canada,
2016-05-18,Tapinauchenius sp. Colombia,0.75,N/A,25,$,N/A,Tarantula Canada,
2019-03-25,Tapinauchenius sp. Union Island,0.5,N/A,25,$,N/A,Tarantula Canada,
2021-10-23,Tapinauchenius violaceus,0.25,N/A,25,$,N/A,Tarantula Canada,
2020-11-12,Tapinauchenius violaceus,0.5,N/A,25,$,N/A,Tarantula Canada,
2021-03-03,Tapinauchenius violaceus,0.5,N/A,25,$,N/A,Tarantula Canada,
2016-07-14,Tapinauchenius violaceus,0.5,N/A,25,$,N/A,Tarantula Canada,
2016-10-16,Tapinauchenius violaceus,0.33,N/A,25,$,N/A,Tarantula Canada,
2016-06-17,Tapinauchenius violaceus,0.5,N/A,25,$,N/A,Tarantula Canada,
2016-05-18,Tapinauchenius violaceus,0.5,N/A,25,$,N/A,Tarantula Canada,
2021-10-18,Tapinauchenius violaceus,0.5,N/A,25,$,N/A,Tarantula Canada,
2019-10-19,Tapinauchenius violaceus,0.33,N/A,25,$,N/A,Tarantula Canada,
2021-03-22,Tapinauchenius violaceus,0.5,N/A,25,$,N/A,Tarantula Canada,
2021-10-23,Brachypelma auratum,1.5,Female,250,$,Mexico,Tarantula Canada,
2021-09-27,Brachypelma auratum,1.5,Female,250,$,Mexico,Tarantula Canada,
2013-09-14,Brachypelma boehmei,4,Female,250,$,N/A,Tarantula Canada,
2014-02-20,Brachypelma boehmei,4,Female,250,$,N/A,Tarantula Canada,
2013-10-22,Brachypelma boehmei,4,Female,250,$,N/A,Tarantula Canada,
2020-11-12,Brachypelma emilia,2,Female,250,$,Mexico,Tarantula Canada,
2021-03-03,Brachypelma emilia,2,Female,250,$,Mexico,Tarantula Canada,
2021-03-22,Brachypelma emilia,2,Female,250,$,Mexico,Tarantula Canada,
2017-06-14,Brachypelma hamorii,3,Female,250,$,N/A,Tarantula Canada,Formerly B. smithi
2017-07-15,Brachypelma hamorii,3,Female,250,$,N/A,Tarantula Canada,Formerly B. smithi
2014-08-24,Brachypelma smithi,3,Female,250,$,N/A,Tarantula Canada,
2017-10-05,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2017-11-08,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2017-08-09,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2017-09-10,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2017-12-12,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2018-01-11,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2017-08-13,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2017-05-14,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2017-06-14,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2016-07-14,Tapinauchenius cupreus,1,N/A,30,$,N/A,Tarantula Canada,
2017-07-15,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2017-10-16,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2016-04-17,Tapinauchenius cupreus,1,N/A,30,$,N/A,Tarantula Canada,
2016-06-17,Tapinauchenius cupreus,1,N/A,30,$,N/A,Tarantula Canada,
2016-05-18,Tapinauchenius cupreus,1,N/A,30,$,N/A,Tarantula Canada,
2017-11-19,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2017-11-22,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2018-02-22,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2018-01-23,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2017-12-23,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2017-09-24,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2018-04-25,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2018-05-25,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2018-06-25,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2019-03-25,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2018-04-25,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2018-07-26,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2017-09-26,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2017-10-26,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2017-12-26,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2018-04-27,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2017-08-27,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2018-08-27,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2018-01-28,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2018-05-28,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2018-06-28,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2018-07-28,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2017-10-28,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2017-09-29,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2017-11-30,Tapinauchenius cupreus,0.5,N/A,30,$,N/A,Tarantula Canada,
2013-08-13,Tapinauchenius elenae,0.75,N/A,30,$,N/A,Tarantula Canada,
2013-09-14,Tapinauchenius elenae,0.75,N/A,30,$,N/A,Tarantula Canada,
2014-02-20,Tapinauchenius elenae,0.75,N/A,30,$,N/A,Tarantula Canada,
2013-10-22,Tapinauchenius elenae,0.75,N/A,30,$,N/A,Tarantula Canada,
2014-08-24,Tapinauchenius elenae,0.75,N/A,30,$,N/A,Tarantula Canada,
2014-06-28,Tapinauchenius elenae,0.75,N/A,30,$,N/A,Tarantula Canada,
2013-06-07,Brachypelma albiceps,1.5,N/A,35,$,N/A,Tarantula Canada,
2013-06-07,Brachypelma albiceps,1.5,Male,35,$,N/A,Tarantula Canada,
2014-10-12,Brachypelma albiceps,1.5,Male,35,$,N/A,Tarantula Canada,
2013-08-13,Brachypelma albiceps,1.5,N/A,35,$,N/A,Tarantula Canada,
2013-08-13,Brachypelma albiceps,1.5,Male,35,$,N/A,Tarantula Canada,
2013-09-14,Brachypelma albiceps,1.5,Male,35,$,N/A,Tarantula Canada,
2013-07-17,Brachypelma albiceps,1.5,N/A,35,$,N/A,Tarantula Canada,
2013-07-17,Brachypelma albiceps,1.5,Male,35,$,N/A,Tarantula Canada,
2014-02-20,Brachypelma albiceps,1.5,Male,35,$,N/A,Tarantula Canada,
2013-10-22,Brachypelma albiceps,1.5,Male,35,$,N/A,Tarantula Canada,
2014-08-24,Brachypelma albiceps,1.5,Male,35,$,N/A,Tarantula Canada,
2014-06-28,Brachypelma albiceps,1.5,Male,35,$,N/A,Tarantula Canada,
2021-10-23,Brachypelma auratum,0.5,N/A,35,$,Mexico,Tarantula Canada,
2021-09-27,Brachypelma auratum,0.5,N/A,35,$,Mexico,Tarantula Canada,
2019-03-01,Brachypelma boehmei,0.66,N/A,35,$,Mexico,Tarantula Canada,
2019-04-02,Brachypelma boehmei,0.66,N/A,35,$,Mexico,Tarantula Canada,
2019-05-03,Brachypelma boehmei,0.66,N/A,35,$,Mexico,Tarantula Canada,
2019-06-03,Brachypelma boehmei,0.66,N/A,35,$,Mexico,Tarantula Canada,
2019-08-03,Brachypelma boehmei,0.5,N/A,35,$,Mexico,Tarantula Canada,
2019-07-04,Brachypelma boehmei,0.66,N/A,35,$,Mexico,Tarantula Canada,
2019-09-04,Brachypelma boehmei,0.5,N/A,35,$,Mexico,Tarantula Canada,
2013-09-14,Brachypelma boehmei,1,N/A,35,$,N/A,Tarantula Canada,
2018-10-15,Brachypelma boehmei,0.66,N/A,35,$,Mexico,Tarantula Canada,
2019-10-19,Brachypelma boehmei,0.5,N/A,35,$,Mexico,Tarantula Canada,
2014-02-20,Brachypelma boehmei,1,N/A,35,$,N/A,Tarantula Canada,
2013-10-22,Brachypelma boehmei,1,N/A,35,$,N/A,Tarantula Canada,
2018-08-27,Brachypelma boehmei,0.66,N/A,35,$,Mexico,Tarantula Canada,
2018-09-27,Brachypelma boehmei,0.66,N/A,35,$,Mexico,Tarantula Canada,
2018-10-29,Brachypelma boehmei,0.66,N/A,35,$,Mexico,Tarantula Canada,
2018-11-29,Brachypelma boehmei,0.66,N/A,35,$,Mexico,Tarantula Canada,
2019-01-30,Brachypelma boehmei,0.66,N/A,35,$,Mexico,Tarantula Canada,
2018-12-30,Brachypelma boehmei,0.66,N/A,35,$,Mexico,Tarantula Canada,
2020-11-12,Brachypelma boehmei,0.5,N/A,35,$,Mexico,Tarantula Canada,
2021-03-03,Brachypelma boehmei,0.5,N/A,35,$,Mexico,Tarantula Canada,
2021-10-18,Brachypelma boehmei,0.75,N/A,35,$,Mexico,Tarantula Canada,
2021-03-22,Brachypelma boehmei,0.5,N/A,35,$,Mexico,Tarantula Canada,
2021-10-23,Brachypelma boehmei,0.75,N/A,35,$,Mexico,Tarantula Canada,
2021-09-27,Brachypelma boehmei,0.75,N/A,35,$,Mexico,Tarantula Canada,
2020-11-12,Brachypelma emilia,0.5,N/A,35,$,Mexico,Tarantula Canada,
2021-03-03,Brachypelma emilia,0.5,N/A,35,$,Mexico,Tarantula Canada,
2021-10-18,Brachypelma emilia,0.75,N/A,35,$,Mexico,Tarantula Canada,
2021-03-22,Brachypelma emilia,0.5,N/A,35,$,Mexico,Tarantula Canada,
2021-10-23,Brachypelma emilia,0.75,N/A,35,$,Mexico,Tarantula Canada,
2021-09-27,Brachypelma emilia,0.75,N/A,35,$,Mexico,Tarantula Canada,
2021-10-23,Brachypelma klaasi,0.75,N/A,35,$,Mexico,Tarantula Canada,
2021-09-27,Brachypelma klaasi,0.75,N/A,35,$,Mexico,Tarantula Canada,
2016-02-15,Brachypelma smithi,0.5,N/A,35,$,N/A,Tarantula Canada,
2016-03-16,Brachypelma smithi,0.5,N/A,35,$,N/A,Tarantula Canada,
2014-08-24,Tapinachenius gigas,0.33,N/A,35,$,N/A,Tarantula Canada,
2017-09-10,Tapinauchenius gigas,0.75,N/A,35,$,N/A,Tarantula Canada,
2017-08-13,Tapinauchenius gigas,0.75,N/A,35,$,N/A,Tarantula Canada,
2017-08-27,Tapinauchenius gigas,0.75,N/A,35,$,N/A,Tarantula Canada,
2014-06-28,Tapinauchenius gigas,0.33,N/A,35,$,N/A,Tarantula Canada,
2019-05-03,Tapinauchenius plumipes,0.75,N/A,35,$,N/A,Tarantula Canada,
2019-06-03,Tapinauchenius plumipes,0.75,N/A,35,$,N/A,Tarantula Canada,
2019-08-03,Tapinauchenius plumipes,0.75,N/A,35,$,N/A,Tarantula Canada,
2019-07-04,Tapinauchenius plumipes,0.75,N/A,35,$,N/A,Tarantula Canada,
2019-09-04,Tapinauchenius plumipes,0.75,N/A,35,$,N/A,Tarantula Canada,
2019-10-19,Tapinauchenius plumipes,0.75,N/A,35,$,N/A,Tarantula Canada,
2021-10-23,Tapinauchenius violaceus,0.75,N/A,35,$,N/A,Tarantula Canada,
2020-11-12,Tapinauchenius violaceus,0.75,N/A,35,$,N/A,Tarantula Canada,
2021-03-03,Tapinauchenius violaceus,1,N/A,35,$,N/A,Tarantula Canada,
2021-10-18,Tapinauchenius violaceus,0.75,N/A,35,$,N/A,Tarantula Canada,
2021-03-22,Tapinauchenius violaceus,1,N/A,35,$,N/A,Tarantula Canada,
2016-07-14,Tapinauchenius plumipes,0.75,N/A,40,$,N/A,Tarantula Canada,
2016-06-17,Tapinauchenius plumipes,0.75,N/A,40,$,N/A,Tarantula Canada,
2016-05-18,Tapinauchenius plumipes,0.75,N/A,40,$,N/A,Tarantula Canada,
2017-01-01,Tapinauchenius sp. Colombia,1.5,N/A,40,$,N/A,Tarantula Canada,
2017-11-08,Tapinauchenius sp. Colombia,1,N/A,40,$,N/A,Tarantula Canada,
2016-10-16,Tapinauchenius sp. Colombia,1.5,N/A,40,$,N/A,Tarantula Canada,
2016-11-16,Tapinauchenius sp. Colombia,1.5,N/A,40,$,N/A,Tarantula Canada,
2016-11-17,Tapinauchenius sp. Colombia,1.5,N/A,40,$,N/A,Tarantula Canada,
2017-11-19,Tapinauchenius sp. Colombia,1,N/A,40,$,N/A,Tarantula Canada,
2017-11-22,Tapinauchenius sp. Colombia,1,N/A,40,$,N/A,Tarantula Canada,
2017-11-30,Tapinauchenius sp. Colombia,1,N/A,40,$,N/A,Tarantula Canada,
2017-10-05,Brachypelma albiceps,0.33,N/A,45,$,N/A,Tarantula Canada,
2017-11-08,Brachypelma albiceps,0.33,N/A,45,$,N/A,Tarantula Canada,
2017-12-12,Brachypelma albiceps,0.33,N/A,45,$,N/A,Tarantula Canada,
2018-01-11,Brachypelma albiceps,0.33,N/A,45,$,N/A,Tarantula Canada,
2017-10-16,Brachypelma albiceps,0.33,N/A,45,$,N/A,Tarantula Canada,
2017-11-19,Brachypelma albiceps,0.33,N/A,45,$,N/A,Tarantula Canada,
2018-02-22,Brachypelma albiceps,0.33,N/A,45,$,N/A,Tarantula Canada,
2017-11-22,Brachypelma albiceps,0.33,N/A,45,$,N/A,Tarantula Canada,
2018-01-23,Brachypelma albiceps,0.33,N/A,45,$,N/A,Tarantula Canada,
2017-12-23,Brachypelma albiceps,0.33,N/A,45,$,N/A,Tarantula Canada,
2017-09-26,Brachypelma albiceps,0.33,N/A,45,$,N/A,Tarantula Canada,
2017-10-26,Brachypelma albiceps,0.33,N/A,45,$,N/A,Tarantula Canada,
2017-12-26,Brachypelma albiceps,0.33,N/A,45,$,N/A,Tarantula Canada,
2018-01-28,Brachypelma albiceps,0.33,N/A,45,$,N/A,Tarantula Canada,
2017-10-28,Brachypelma albiceps,0.33,N/A,45,$,N/A,Tarantula Canada,
2017-09-29,Brachypelma albiceps,0.33,N/A,45,$,N/A,Tarantula Canada,
2017-11-30,Brachypelma albiceps,0.33,N/A,45,$,N/A,Tarantula Canada,
2019-03-01,Brachypelma albiceps,0.33,N/A,45,$,Mexico,Tarantula Canada,
2019-04-02,Brachypelma albiceps,0.33,N/A,45,$,Mexico,Tarantula Canada,
2019-05-03,Brachypelma albiceps,0.33,N/A,45,$,Mexico,Tarantula Canada,
2019-06-03,Brachypelma albiceps,0.33,N/A,45,$,Mexico,Tarantula Canada,
2019-07-04,Brachypelma albiceps,0.33,N/A,45,$,Mexico,Tarantula Canada,
2018-10-15,Brachypelma albiceps,0.33,N/A,45,$,Mexico,Tarantula Canada,
2018-04-25,Brachypelma albiceps,0.33,N/A,45,$,Mexico,Tarantula Canada,
2018-05-25,Brachypelma albiceps,0.33,N/A,45,$,Mexico,Tarantula Canada,
2018-06-25,Brachypelma albiceps,0.33,N/A,45,$,Mexico,Tarantula Canada,
2018-07-26,Brachypelma albiceps,0.33,N/A,45,$,Mexico,Tarantula Canada,
2018-04-27,Brachypelma albiceps,0.33,N/A,45,$,Mexico,Tarantula Canada,
2018-08-27,Brachypelma albiceps,0.33,N/A,45,$,Mexico,Tarantula Canada,
2018-09-27,Brachypelma albiceps,0.33,N/A,45,$,Mexico,Tarantula Canada,
2018-05-28,Brachypelma albiceps,0.33,N/A,45,$,Mexico,Tarantula Canada,
2018-06-28,Brachypelma albiceps,0.33,N/A,45,$,Mexico,Tarantula Canada,
2018-07-28,Brachypelma albiceps,0.33,N/A,45,$,Mexico,Tarantula Canada,
2018-10-29,Brachypelma albiceps,0.33,N/A,45,$,Mexico,Tarantula Canada,
2018-11-29,Brachypelma albiceps,0.33,N/A,45,$,Mexico,Tarantula Canada,
2019-01-30,Brachypelma albiceps,0.33,N/A,45,$,Mexico,Tarantula Canada,
2018-12-30,Brachypelma albiceps,0.33,N/A,45,$,Mexico,Tarantula Canada,
2019-08-03,Brachypelma boehmei,0.66,N/A,45,$,Mexico,Tarantula Canada,
2019-09-04,Brachypelma boehmei,0.66,N/A,45,$,Mexico,Tarantula Canada,
2019-10-19,Brachypelma boehmei,0.66,N/A,45,$,Mexico,Tarantula Canada,
2020-11-12,Brachypelma boehmei,1,N/A,45,$,Mexico,Tarantula Canada,
2021-03-03,Brachypelma boehmei,1,N/A,45,$,Mexico,Tarantula Canada,
2021-10-18,Brachypelma boehmei,1.25,N/A,45,$,Mexico,Tarantula Canada,
2021-03-22,Brachypelma boehmei,1,N/A,45,$,Mexico,Tarantula Canada,
2021-10-23,Brachypelma boehmei,1.25,N/A,45,$,Mexico,Tarantula Canada,
2021-09-27,Brachypelma boehmei,1.25,N/A,45,$,Mexico,Tarantula Canada,
2020-11-12,Brachypelma emilia,1,N/A,45,$,Mexico,Tarantula Canada,
2021-03-03,Brachypelma emilia,1,N/A,45,$,Mexico,Tarantula Canada,
2018-10-15,Brachypelma emilia,0.66,N/A,45,$,N/A,Tarantula Canada,
2021-10-18,Brachypelma emilia,1,N/A,45,$,Mexico,Tarantula Canada,
2021-03-22,Brachypelma emilia,1,N/A,45,$,Mexico,Tarantula Canada,
2021-10-23,Brachypelma emilia,1,N/A,45,$,Mexico,Tarantula Canada,
2018-08-27,Brachypelma emilia,0.66,N/A,45,$,N/A,Tarantula Canada,
2018-09-27,Brachypelma emilia,0.66,N/A,45,$,N/A,Tarantula Canada,
2021-09-27,Brachypelma emilia,1,N/A,45,$,Mexico,Tarantula Canada,
2018-10-29,Brachypelma emilia,0.66,N/A,45,$,N/A,Tarantula Canada,
2018-11-29,Brachypelma emilia,0.66,N/A,45,$,N/A,Tarantula Canada,
2019-01-30,Brachypelma emilia,0.66,N/A,45,$,N/A,Tarantula Canada,
2018-12-30,Brachypelma emilia,0.66,N/A,45,$,N/A,Tarantula Canada,
2020-11-12,Brachypelma hamorii,1,N/A,45,$,Mexico,Tarantula Canada,
2021-03-03,Brachypelma hamorii,1,N/A,45,$,Mexico,Tarantula Canada,
2021-10-18,Brachypelma hamorii,1.25,N/A,45,$,Mexico,Tarantula Canada,Formerly B. smithi
2021-03-22,Brachypelma hamorii,1,N/A,45,$,Mexico,Tarantula Canada,Formerly B. smithi
2021-10-23,Brachypelma hamorii,1.25,N/A,45,$,Mexico,Tarantula Canada,
2021-09-27,Brachypelma hamorii,1.25,N/A,45,$,Mexico,Tarantula Canada,
2019-03-01,Brachypelma klaasi,0.66,N/A,45,$,Mexico,Tarantula Canada,
2019-04-02,Brachypelma klaasi,0.66,N/A,45,$,Mexico,Tarantula Canada,
2019-05-03,Brachypelma klaasi,0.66,N/A,45,$,Mexico,Tarantula Canada,
2019-06-03,Brachypelma klaasi,0.66,N/A,45,$,Mexico,Tarantula Canada,
2019-08-03,Brachypelma klaasi,0.66,N/A,45,$,Mexico,Tarantula Canada,
2019-07-04,Brachypelma klaasi,0.66,N/A,45,$,Mexico,Tarantula Canada,
2019-09-04,Brachypelma klaasi,0.66,N/A,45,$,Mexico,Tarantula Canada,
2020-11-12,Brachypelma klaasi,1,N/A,45,$,Mexico,Tarantula Canada,
2021-03-03,Brachypelma klaasi,1,N/A,45,$,Mexico,Tarantula Canada,
2018-10-15,Brachypelma klaasi,0.66,N/A,45,$,Mexico,Tarantula Canada,
2019-10-19,Brachypelma klaasi,0.66,N/A,45,$,Mexico,Tarantula Canada,
2021-03-22,Brachypelma klaasi,1,N/A,45,$,Mexico,Tarantula Canada,
2018-08-27,Brachypelma klaasi,0.66,N/A,45,$,Mexico,Tarantula Canada,
2018-09-27,Brachypelma klaasi,0.66,N/A,45,$,Mexico,Tarantula Canada,
2018-10-29,Brachypelma klaasi,0.66,N/A,45,$,Mexico,Tarantula Canada,
2018-11-29,Brachypelma klaasi,0.66,N/A,45,$,Mexico,Tarantula Canada,
2019-01-30,Brachypelma klaasi,0.66,N/A,45,$,Mexico,Tarantula Canada,
2018-12-30,Brachypelma klaasi,0.66,N/A,45,$,Mexico,Tarantula Canada,
2016-05-18,Tapinauchenius elenae,0.5,N/A,45,$,N/A,Tarantula Canada,
2017-10-05,Tapinauchenius gigas,1.5,N/A,45,$,N/A,Tarantula Canada,
2017-09-10,Tapinauchenius gigas,1.5,N/A,45,$,N/A,Tarantula Canada,
2017-08-13,Tapinauchenius gigas,1.5,N/A,45,$,N/A,Tarantula Canada,
2017-10-16,Tapinauchenius gigas,2,N/A,45,$,N/A,Tarantula Canada,
2017-09-24,Tapinauchenius gigas,1.5,N/A,45,$,N/A,Tarantula Canada,
2017-09-26,Tapinauchenius gigas,1.5,N/A,45,$,N/A,Tarantula Canada,
2017-08-27,Tapinauchenius gigas,1.5,N/A,45,$,N/A,Tarantula Canada,
2017-09-29,Tapinauchenius gigas,1.5,N/A,45,$,N/A,Tarantula Canada,
2019-05-03,Tapinauchenius polybotes,0.5,N/A,45,$,N/A,Tarantula Canada,
2019-06-03,Tapinauchenius polybotes,0.5,N/A,45,$,N/A,Tarantula Canada,
2019-08-03,Tapinauchenius polybotes,0.5,N/A,45,$,N/A,Tarantula Canada,
2019-07-04,Tapinauchenius polybotes,0.5,N/A,45,$,N/A,Tarantula Canada,
2019-09-04,Tapinauchenius polybotes,0.5,N/A,45,$,N/A,Tarantula Canada,
2017-08-09,Brachypelma albiceps,0.3,N/A,50,$,N/A,Tarantula Canada,
2017-09-09,Brachypelma albiceps,0.3,N/A,50,$,N/A,Tarantula Canada,
2017-08-13,Brachypelma albiceps,0.3,N/A,50,$,N/A,Tarantula Canada,
2017-08-27,Brachypelma albiceps,0.3,N/A,50,$,N/A,Tarantula Canada,
2016-03-16,Brachypelma emilia,0.33,N/A,50,$,N/A,Tarantula Canada,
2016-04-17,Brachypelma emilia,0.33,N/A,50,$,N/A,Tarantula Canada,
2021-03-03,Tapinauchenius sp. Columbia-Casanare,0.75,N/A,50,$,N/A,Tarantula Canada,
2021-03-22,Tapinauchenius sp. Columbia-Casanare,0.75,N/A,50,$,N/A,Tarantula Canada,
2014-08-24,Tapinauchenius subcaeruleus,0.33,N/A,50,$,N/A,Tarantula Canada,
2014-06-28,Tapinauchenius subcaeruleus,0.33,N/A,50,$,N/A,Tarantula Canada,
2021-10-23,Tapinauchenius violaceus,1.5,N/A,50,$,N/A,Tarantula Canada,
2021-10-18,Tapinauchenius violaceus,1.5,N/A,50,$,N/A,Tarantula Canada,
2021-10-23,Tapinauchenius rasti,0.33,N/A,55,$,N/A,Tarantula Canada,
2021-09-27,Tapinauchenius rasti,0.33,N/A,55,$,N/A,Tarantula Canada,
2013-09-14,Brachypelma boehmei,2,N/A,60,$,N/A,Tarantula Canada,
2019-04-02,Brachypelma smithi,0.5,N/A,65,$,Mexico,Tarantula Canada,
2018-10-15,Brachypelma smithi,0.5,N/A,65,$,Mexico,Tarantula Canada,Formerly B. annitha
2018-04-25,Brachypelma smithi,0.5,N/A,65,$,Mexico,Tarantula Canada,Formerly B. annita
2018-05-25,Brachypelma smithi,0.5,N/A,65,$,Mexico,Tarantula Canada,
2018-06-25,Brachypelma smithi,0.5,N/A,65,$,Mexico,Tarantula Canada,
2018-07-26,Brachypelma smithi,0.5,N/A,65,$,Mexico,Tarantula Canada,Formerly B. annitha
2018-04-27,Brachypelma smithi,0.5,N/A,65,$,Mexico,Tarantula Canada,Formerly B. annita
2018-08-27,Brachypelma smithi,0.5,N/A,65,$,Mexico,Tarantula Canada,Formerly B. annitha
2018-09-27,Brachypelma smithi,0.5,N/A,65,$,Mexico,Tarantula Canada,Formerly B. annitha
2018-05-28,Brachypelma smithi,0.5,N/A,65,$,Mexico,Tarantula Canada,
2018-06-28,Brachypelma smithi,0.5,N/A,65,$,Mexico,Tarantula Canada,Formerly B. annitha
